Incident_ID,Incident_Type,System_Impacted,Department,Location,Priority,Reported_Timestamp,Resolved_Timestamp,Resolution_Time_Hours,Status
INC-2025-0594,Backup Failure,SAP ERP,Sales,Head Office,High,28-02-2025 15:38,28-02-2025 21:36,5.98,Resolved
INC-2025-0595,Data Leakage Alert,Internal Database,Marketing,Cloud Instance,Medium,03-03-2025 21:36,04-03-2025 06:54,9.31,Closed
INC-2025-0596,Unauthorized Access Attempt,Salesforce CRM,HR,Head Office,High,21-05-2025 04:48,22-05-2025 09:24,28.6,Closed
INC-2025-0597,Unauthorized Access Attempt,Active Directory,Finance,Data Center B,Critical,12-07-2025 05:01,12-07-2025 07:02,2.02,Resolved
INC-2025-0598,Data Leakage Alert,Salesforce CRM,Sales,Remote Branch,High,21-12-2025 04:13,21-12-2025 11:47,7.58,Closed
INC-2025-0599,Weak Password Policy Violation,SAP ERP,,Data Center A,Critical,13-09-2025 19:05,15-09-2025 07:42,36.62,Closed
INC-2025-0600,Unauthorized Access Attempt,Office 365,Finance,Data Center B,High,05-07-2025 17:32,07-07-2025 04:50,35.31,Closed
INC-2025-0601,Stale User Account Active,Active Directory,Legal,Remote Branch,Medium,12-09-2025 05:10,12-09-2025 06:13,1.06,Closed
INC-2025-0602,Backup Failure,Office 365,,Remote Branch,High,23-01-2025 03:47,23-01-2025 22:17,18.5,Closed
INC-2025-0603,Stale User Account Active,Active Directory,Finance,Remote Branch,Low,31-10-2025 18:20,02-11-2025 03:19,32.99,Closed
INC-2025-0604,Unpatched Server,SAP ERP,HR,Remote Branch,High,13-04-2025 12:57,14-04-2025 04:13,15.28,Closed
INC-2025-0605,Unpatched Server,AWS Cloud Infrastructure,Sales,Remote Branch,Medium,11-07-2025 04:29,12-07-2025 04:28,23.99,Closed
INC-2025-0606,Unauthorized Access Attempt,Office 365,Marketing,Cloud Instance,High,11-03-2025 03:54,11-03-2025 16:54,13,Closed
INC-2025-0607,Backup Failure,Workday HRMS,HR,Data Center B,Low,29-03-2025 18:35,29-03-2025 20:45,2.17,Resolved
INC-2025-0608,Backup Failure,AWS Cloud Infrastructure,Sales,Remote Branch,Critical,23-05-2025 00:46,25-05-2025 02:13,49.45,Closed
INC-2025-0609,Weak Password Policy Violation,Active Directory,Sales,Head Office,Medium,02-08-2025 01:02,,,Open
INC-2025-0610,Backup Failure,AWS Cloud Infrastructure,Operations,Head Office,High,20-08-2025 15:15,22-08-2025 00:49,33.57,Closed
INC-2025-0611,Unpatched Server,Salesforce CRM,Engineering,Head Office,Low,09-01-2025 15:42,10-01-2025 20:51,29.16,Closed
INC-2025-0612,Backup Failure,AWS Cloud Infrastructure,Operations,Data Center A,High,27-12-2025 12:11,27-12-2025 23:17,11.1,Resolved
INC-2025-0613,Stale User Account Active,AWS Cloud Infrastructure,Finance,Cloud Instance,Medium,29-09-2025 01:18,29-09-2025 08:51,7.55,Closed
INC-2025-0614,Unauthorized Access Attempt,Internal Database,Legal,Data Center B,High,21-06-2025 23:59,24-06-2025 21:44,69.75,Closed
INC-2025-0615,Weak Password Policy Violation,AWS Cloud Infrastructure,Engineering,Head Office,High,07-07-2025 11:11,08-07-2025 16:28,29.29,Closed
INC-2025-0616,Weak Password Policy Violation,Active Directory,Engineering,Head Office,Low,29-11-2025 15:47,30-11-2025 12:36,20.83,Resolved
INC-2025-0617,Failed Patch Deployment,Salesforce CRM,HR,Cloud Instance,Medium,15-09-2025 21:27,15-09-2025 23:01,1.57,Closed
INC-2025-0618,Stale User Account Active,AWS Cloud Infrastructure,Finance,Data Center B,High,14-12-2025 17:57,15-12-2025 17:13,23.28,Closed
INC-2025-0619,Data Leakage Alert,Active Directory,Finance,Head Office,Critical,11-02-2025 12:57,14-02-2025 17:10,76.23,Closed
INC-2025-0620,Unpatched Server,AWS Cloud Infrastructure,HR,Data Center A,High,24-09-2025 20:01,28-09-2025 07:50,83.82,Closed
INC-2025-0621,Stale User Account Active,Internal Database,Operations,Head Office,Low,30-05-2025 06:04,31-05-2025 20:56,38.87,Closed
INC-2025-0622,Stale User Account Active,Salesforce CRM,Sales,Cloud Instance,Medium,06-09-2025 18:42,08-09-2025 14:58,44.27,Closed
INC-2025-0623,Unpatched Server,Salesforce CRM,Legal,Cloud Instance,Medium,27-04-2025 15:23,,,Open
INC-2025-0624,Weak Password Policy Violation,Active Directory,Operations,Data Center A,Low,02-10-2025 09:11,,,Open
INC-2025-0625,Unpatched Server,Active Directory,HR,Head Office,High,22-01-2025 10:36,22-01-2025 17:50,7.24,Closed
INC-2025-0626,Unpatched Server,Salesforce CRM,Engineering,Cloud Instance,High,18-08-2025 17:10,18-08-2025 20:16,3.11,Closed
INC-2025-0627,Unpatched Server,Salesforce CRM,Operations,Head Office,Low,07-10-2025 16:21,08-10-2025 00:45,8.41,Closed
INC-2025-0628,Unpatched Server,Internal Database,Sales,Data Center B,High,15-08-2025 10:44,16-08-2025 02:23,15.65,Closed
INC-2025-0629,Weak Password Policy Violation,AWS Cloud Infrastructure,Finance,Data Center A,Critical,17-08-2025 11:05,18-08-2025 09:34,22.49,Closed
INC-2025-0630,Unpatched Server,Salesforce CRM,Legal,Head Office,High,12-02-2025 17:54,13-02-2025 20:37,26.72,Closed
INC-2025-0631,Weak Password Policy Violation,OFFICE 365   ,Engineering,Data Center B,Medium,29-01-2025 21:23,31-01-2025 03:35,30.21,Closed
INC-2025-0632,Failed Patch Deployment,Salesforce CRM,Engineering,Remote Branch,Low,15-10-2025 02:13,15-10-2025 16:19,14.1,Closed
INC-2025-0633,Data Leakage Alert,Internal Database,Legal,Remote Branch,High,13-03-2025 18:38,14-03-2025 00:13,5.59,Closed
INC-2025-0634,Backup Failure,Office 365,Finance,Remote Branch,High,15-02-2025 00:26,15-02-2025 08:05,7.66,Closed
INC-2025-0635,Unpatched Server,Active Directory,HR,Remote Branch,Low,29-05-2025 17:31,31-05-2025 11:31,42,Closed
INC-2025-0636,Unauthorized Access Attempt,Active Directory,Operations,Head Office,High,20-03-2025 08:19,,,Open
INC-2025-0637,Unpatched Server,AWS Cloud Infrastructure,Engineering,Remote Branch,High,19-12-2025 20:15,21-12-2025 06:58,34.73,Closed
INC-2025-0638,Data Leakage Alert,Office 365,Engineering,Data Center B,High,12-08-2025 08:40,16-08-2025 00:29,87.83,Closed
INC-2025-0639,Failed Patch Deployment,Workday HRMS,Finance,Data Center A,High,25-10-2025 01:09,27-10-2025 03:42,50.55,Closed
INC-2025-0640,Failed Patch Deployment,Internal Database,Operations,Head Office,High,29-05-2025 09:33,29-05-2025 11:28,1.92,Closed
INC-2025-0641,Unpatched Server,Workday HRMS,Sales,Data Center B,Medium,15-06-2025 10:52,17-06-2025 01:28,38.61,Resolved
INC-2025-0642,Failed Patch Deployment,Office 365,Sales,Data Center A,Medium,07-01-2025 04:33,08-01-2025 16:45,36.21,Closed
INC-2025-0643,Weak Password Policy Violation,Active Directory,HR,Data Center A,Low,07-04-2025 17:39,10-04-2025 18:46,73.13,Closed
INC-2025-0644,Data Leakage Alert,SAP ERP,Legal,Remote Branch,Critical,09-02-2025 03:52,09-02-2025 04:22,0.5,Closed
INC-2025-0645,Weak Password Policy Violation,Office 365,Operations,Cloud Instance,Medium,30-03-2025 22:19,01-04-2025 14:45,40.44,Closed
INC-2025-0646,Unpatched Server,Salesforce CRM,HR,Data Center A,High,08-03-2025 02:27,09-03-2025 15:13,36.78,Closed
INC-2025-0647,Unauthorized Access Attempt,Active Directory,Finance,Head Office,Critical,04-12-2025 16:37,04-12-2025 19:39,3.04,Closed
INC-2025-0648,Backup Failure,SAP ERP,Legal,Head Office,Critical,05-11-2025 06:37,05-11-2025 11:31,4.9,Resolved
INC-2025-0649,Failed Patch Deployment,Office 365,Engineering,Cloud Instance,Medium,24-03-2025 16:49,24-03-2025 23:27,6.64,Closed
INC-2025-0650,Unpatched Server,Office 365,Finance,Data Center A,Medium,25-05-2025 05:57,25-05-2025 06:27,0.5,Resolved
INC-2025-0651,Data Leakage Alert,Internal Database,Legal,Cloud Instance,Critical,24-12-2025 18:11,27-12-2025 22:07,75.94,Closed
INC-2025-0652,Unpatched Server,Office 365,HR,Remote Branch,Medium,27-02-2025 10:07,28-02-2025 03:43,17.6,Closed
INC-2025-0653,Unauthorized Access Attempt,SAP ERP,Marketing,Cloud Instance,Critical,10-09-2025 03:24,11-09-2025 01:24,22.01,Closed
INC-2025-0654,Failed Patch Deployment,AWS Cloud Infrastructure,Sales,Remote Branch,High,07-04-2025 02:57,07-04-2025 18:27,15.5,Resolved
INC-2025-0655,Unauthorized Access Attempt,Internal Database,Operations,Remote Branch,Critical,13-08-2025 16:42,13-08-2025 19:45,3.05,Closed
INC-2025-0656,Unauthorized Access Attempt,Active Directory,Marketing,Cloud Instance,Critical,12-04-2025 10:12,17-04-2025 02:22,112.17,Closed
INC-2025-0657,Stale User Account Active,Workday HRMS,Engineering,Data Center B,Medium,31-10-2025 08:48,01-11-2025 09:34,24.78,Resolved
INC-2025-0658,Weak Password Policy Violation,AWS Cloud Infrastructure,Operations,Cloud Instance,Critical,17-03-2025 14:06,18-03-2025 06:13,16.13,Closed
INC-2025-0659,Backup Failure,SAP ERP,Marketing,Head Office,Critical,13-09-2025 21:01,,,Open
INC-2025-0660,Unauthorized Access Attempt,Office 365,Sales,Head Office,Critical,05-12-2025 16:49,06-12-2025 07:52,15.06,Closed
INC-2025-0661,Backup Failure,Salesforce CRM,Sales,Data Center B,Low,07-10-2025 00:48,07-10-2025 14:18,13.51,Closed
INC-2025-0662,Data Leakage Alert,AWS Cloud Infrastructure,Operations,Head Office,High,17-01-2025 05:35,18-01-2025 17:51,36.27,Closed
INC-2025-0663,Data Leakage Alert,Internal Database,Engineering,Remote Branch,High,26-02-2025 18:43,27-02-2025 14:05,19.37,Closed
INC-2025-0664,Unauthorized Access Attempt,Office 365,HR,Remote Branch,High,15-05-2025 15:37,,,Open
INC-2025-0665,Unauthorized Access Attempt,SAP ERP,Engineering,Data Center B,High,24-01-2025 04:53,25-01-2025 20:41,39.8,Closed
INC-2025-0666,Data Leakage Alert,SAP ERP,Operations,Cloud Instance,Critical,02-07-2025 13:22,02-07-2025 20:05,6.72,Closed
INC-2025-0667,Backup Failure,SAP ERP,Marketing,Cloud Instance,High,28-02-2025 10:10,28-02-2025 19:38,9.47,Closed
INC-2025-0668,Unauthorized Access Attempt,Salesforce CRM,Operations,Remote Branch,High,29-10-2025 00:20,29-10-2025 12:12,11.87,Closed
INC-2025-0669,Failed Patch Deployment,Active Directory,Marketing,Remote Branch,Low,15-09-2025 21:21,16-09-2025 05:53,8.54,Closed
INC-2025-0670,Backup Failure,SAP ERP,Legal,Data Center B,High,20-04-2025 09:16,25-04-2025 23:11,133.92,Closed
INC-2025-0671,Backup Failure,Internal Database,Finance,Data Center B,Medium,18-02-2025 18:21,19-02-2025 14:24,20.06,Closed
INC-2025-0672,Backup Failure,Internal Database,Finance,Cloud Instance,Medium,16-09-2025 09:27,16-09-2025 18:28,9.02,Closed
INC-2025-0673,Weak Password Policy Violation,Workday HRMS,Marketing,Data Center A,Medium,10-01-2025 20:45,11-01-2025 01:42,4.95,Closed
INC-2025-0674,Stale User Account Active,Salesforce CRM,Operations,Data Center B,Medium,11-11-2025 13:59,12-11-2025 13:38,23.65,Closed
INC-2025-0675,Stale User Account Active,Internal Database,HR,Cloud Instance,Medium,11-08-2025 13:20,13-08-2025 23:26,58.1,Resolved
INC-2025-0676,Unpatched Server,Internal Database,Engineering,Cloud Instance,High,18-12-2025 19:15,18-12-2025 22:08,2.89,Closed
INC-2025-0677,Weak Password Policy Violation,AWS Cloud Infrastructure,Operations,Remote Branch,Critical,05-08-2025 20:57,06-08-2025 01:07,4.17,Closed
INC-2025-0678,Unpatched Server,Office 365,Marketing,Head Office,Medium,06-09-2025 00:03,06-09-2025 02:09,2.1,Resolved
INC-2025-0679,Stale User Account Active,Salesforce CRM,Operations,Head Office,Medium,23-07-2025 23:53,24-07-2025 02:44,2.85,Closed
INC-2025-0680,Backup Failure,Office 365,Legal,Data Center B,Medium,09-05-2025 15:56,10-05-2025 13:54,21.98,Closed
INC-2025-0681,Backup Failure,AWS Cloud Infrastructure,Marketing,Data Center A,Critical,05-08-2025 06:09,05-08-2025 11:55,5.78,Closed
INC-2025-0682,Weak Password Policy Violation,AWS Cloud Infrastructure,Finance,Cloud Instance,Critical,25-12-2025 03:20,25-12-2025 18:47,15.46,Closed
INC-2025-0683,Data Leakage Alert,Salesforce CRM,HR,Cloud Instance,High,07-06-2025 00:41,,,Open
INC-2025-0684,Backup Failure,Internal Database,Finance,Data Center A,Medium,10-05-2025 17:24,13-05-2025 21:45,76.36,Closed
INC-2025-0685,Backup Failure,Active Directory,Legal,Remote Branch,Low,18-07-2025 00:58,,,Open
INC-2025-0686,Unpatched Server,Workday HRMS,Legal,Cloud Instance,Low,18-04-2025 05:58,18-04-2025 15:07,9.16,Closed
INC-2025-0687,Unauthorized Access Attempt,Workday HRMS,Engineering,Remote Branch,High,30-08-2025 23:26,31-08-2025 09:08,9.71,Resolved
INC-2025-0688,Failed Patch Deployment,Internal Database,HR,Data Center B,Medium,03-02-2025 11:26,05-02-2025 03:43,40.29,Closed
INC-2025-0689,Stale User Account Active,Internal Database,Finance,Data Center A,Medium,19-11-2025 14:50,19-11-2025 15:20,0.5,Closed
INC-2025-0690,Unpatched Server,Active Directory,Finance,Data Center B,Low,29-11-2025 04:54,29-11-2025 17:34,12.68,Closed
INC-2025-0691,Unpatched Server,Salesforce CRM,HR,Data Center B,Medium,17-06-2025 09:12,17-06-2025 20:12,11,Closed
INC-2025-0692,Unauthorized Access Attempt,Active Directory,Sales,Head Office,Medium,13-10-2025 20:39,16-10-2025 05:36,56.96,Closed
INC-2025-0693,Data Leakage Alert,SAP ERP   ,HR,Data Center B,Critical,08-08-2025 19:16,11-08-2025 23:22,76.1,Closed
INC-2025-0694,Backup Failure,AWS Cloud Infrastructure,Sales,Remote Branch,Medium,11-12-2025 15:07,11-12-2025 20:34,5.45,Closed
INC-2025-0695,Data Leakage Alert,AWS Cloud Infrastructure,Marketing,Data Center A,High,09-08-2025 06:38,11-08-2025 00:20,41.71,Closed
INC-2025-0696,Unauthorized Access Attempt,Active Directory,Legal,Cloud Instance,High,15-05-2025 07:39,15-05-2025 14:30,6.85,Closed
INC-2025-0697,Backup Failure,Active Directory,Operations,Cloud Instance,Medium,21-12-2025 12:43,22-12-2025 00:19,11.61,Closed
INC-2025-0698,Unauthorized Access Attempt,SAP ERP,Sales,Cloud Instance,High,01-05-2025 15:58,02-05-2025 14:20,22.38,Closed
INC-2025-0699,Unauthorized Access Attempt,SAP ERP,Legal,Cloud Instance,Critical,16-09-2025 19:24,17-09-2025 07:27,12.05,Closed
INC-2025-0700,Failed Patch Deployment,Active Directory,Sales,Data Center A,High,15-09-2025 15:59,16-09-2025 07:08,15.15,Closed
INC-2025-0701,Failed Patch Deployment,SAP ERP,Engineering,Head Office,Critical,07-03-2025 15:55,,,Open
INC-2025-0702,Backup Failure,Office 365,Engineering,Cloud Instance,Low,22-09-2025 10:27,22-09-2025 19:33,9.1,Resolved
INC-2025-0703,Stale User Account Active,Internal Database,Legal,Remote Branch,Medium,28-01-2025 06:09,28-01-2025 11:00,4.85,Closed
INC-2025-0704,Unauthorized Access Attempt,AWS Cloud Infrastructure,Finance,Remote Branch,High,02-07-2025 22:35,03-07-2025 14:53,16.3,Closed
INC-2025-0705,Backup Failure,Active Directory,Finance,Cloud Instance,Low,03-04-2025 05:47,03-04-2025 13:26,7.65,Closed
INC-2025-0706,Backup Failure,Office 365,Finance,Data Center B,Medium,03-04-2025 13:58,05-04-2025 01:03,35.09,Closed
INC-2025-0707,Unauthorized Access Attempt,Internal Database,Marketing,Remote Branch,High,11-07-2025 18:59,,,Open
INC-2025-0708,Stale User Account Active,Internal Database,Legal,Remote Branch,Low,21-08-2025 20:17,21-08-2025 20:47,0.5,Closed
INC-2025-0709,Stale User Account Active,Internal Database,Engineering,Data Center B,Medium,08-03-2025 06:55,09-03-2025 07:40,24.76,Closed
INC-2025-0710,Unauthorized Access Attempt,AWS Cloud Infrastructure,Sales,Remote Branch,High,11-05-2025 05:15,,,Open
INC-2025-0711,Backup Failure,AWS Cloud Infrastructure,HR,Remote Branch,Critical,26-05-2025 20:48,,,Open
INC-2025-0712,Failed Patch Deployment,Workday HRMS,Marketing,Data Center B,High,09-03-2025 11:42,09-03-2025 22:41,10.99,Closed
INC-2025-0713,Weak Password Policy Violation,Office 365,Engineering,Remote Branch,Medium,16-02-2025 13:51,16-02-2025 18:48,4.95,Closed
INC-2025-0714,Unpatched Server,Internal Database,Operations,Data Center A,Medium,11-09-2025 16:40,11-09-2025 18:46,2.1,Closed
INC-2025-0715,Unpatched Server,Active Directory,Engineering,Cloud Instance,High,08-05-2025 16:27,08-05-2025 17:37,1.17,Closed
INC-2025-0716,Unauthorized Access Attempt,AWS CLOUD INFRASTRUCTURE   ,Operations,Remote Branch,High,05-12-2025 23:36,06-12-2025 10:08,10.54,Resolved
INC-2025-0717,Data Leakage Alert,Internal Database,Marketing,Data Center A,Critical,04-04-2025 12:02,06-04-2025 14:17,50.25,Closed
INC-2025-0718,Weak Password Policy Violation,AWS Cloud Infrastructure,Marketing,Cloud Instance,High,24-06-2025 05:13,25-06-2025 14:12,32.99,Closed
INC-2025-0719,Unauthorized Access Attempt,SAP ERP,Sales,Remote Branch,High,01-03-2025 00:10,01-03-2025 14:58,14.8,Closed
INC-2025-0720,Failed Patch Deployment,AWS Cloud Infrastructure,Marketing,Data Center B,Critical,12-11-2025 11:44,13-11-2025 15:51,28.13,Closed
INC-2025-0721,Unauthorized Access Attempt,Active Directory,Finance,Head Office,Critical,23-12-2025 06:54,23-12-2025 22:39,15.75,Closed
INC-2025-0722,Weak Password Policy Violation,Workday HRMS,Legal,Data Center A,High,14-02-2025 09:49,15-02-2025 01:14,15.42,Closed
INC-2025-0723,Data Leakage Alert,AWS Cloud Infrastructure,Marketing,Remote Branch,High,11-01-2025 14:37,11-01-2025 22:59,8.38,Closed
INC-2025-0724,Backup Failure,Internal Database,Finance,Remote Branch,Low,01-08-2025 15:47,02-08-2025 23:18,31.52,Closed
INC-2025-0725,Stale User Account Active,Office 365,Sales,Data Center B,Medium,14-12-2025 15:14,15-12-2025 09:15,18.03,Closed
INC-2025-0726,Data Leakage Alert,AWS Cloud Infrastructure,Marketing,Head Office,Critical,11-09-2025 19:41,13-09-2025 00:23,28.7,Closed
INC-2025-0727,Unpatched Server,AWS Cloud Infrastructure,Engineering,Data Center B,High,23-04-2025 18:58,26-04-2025 08:06,61.14,Closed
INC-2025-0728,Stale User Account Active,Internal Database,Engineering,Remote Branch,Medium,02-08-2025 21:41,04-08-2025 11:50,38.15,Closed
INC-2025-0729,Stale User Account Active,Internal Database,Engineering,Head Office,Medium,08-12-2025 15:08,08-12-2025 19:12,4.08,Closed
INC-2025-0730,Unpatched Server,Salesforce CRM,Operations,Data Center A,Medium,13-10-2025 01:01,13-10-2025 08:16,7.25,Closed
INC-2025-0731,Backup Failure,SAP ERP,Sales,Head Office,Critical,22-06-2025 13:07,22-06-2025 16:12,3.09,Closed
INC-2025-0732,Unauthorized Access Attempt,Workday HRMS,Engineering,Data Center B,High,17-05-2025 04:54,17-05-2025 22:17,17.39,Closed
INC-2025-0733,Data Leakage Alert,Workday HRMS,Operations,Head Office,High,24-02-2025 19:39,27-02-2025 18:19,70.67,Resolved
INC-2025-0734,Backup Failure,SAP ERP,Marketing,Data Center A,High,05-07-2025 05:46,05-07-2025 19:44,13.98,Closed
INC-2025-0735,Failed Patch Deployment,Salesforce CRM,,Data Center A,Medium,04-03-2025 06:28,,,Open
INC-2025-0736,Failed Patch Deployment,Salesforce CRM,Operations,Data Center B,Medium,29-03-2025 02:17,30-03-2025 12:01,33.74,Closed
INC-2025-0737,Data Leakage Alert,Office 365,Legal,Data Center A,Medium,12-03-2025 13:26,14-03-2025 20:14,54.8,Resolved
INC-2025-0738,Unpatched Server,AWS Cloud Infrastructure,Finance,Head Office,High,22-09-2025 02:05,22-09-2025 14:24,12.33,Closed
INC-2025-0739,Stale User Account Active,Internal Database,Finance,Data Center A,Medium,22-10-2025 01:40,,,Open
INC-2025-0740,Stale User Account Active,AWS Cloud Infrastructure,Operations,Data Center B,High,05-06-2025 23:47,06-06-2025 09:54,10.12,Closed
INC-2025-0741,Data Leakage Alert,Internal Database,HR,Remote Branch,High,26-11-2025 06:56,27-11-2025 20:12,37.27,Closed
INC-2025-0742,Data Leakage Alert,Internal Database,Legal,Data Center A,High,04-06-2025 02:02,04-06-2025 13:53,11.86,Closed
INC-2025-0743,Unpatched Server,Salesforce CRM,,Head Office,High,19-09-2025 17:19,21-09-2025 03:16,33.96,Closed
INC-2025-0744,Unpatched Server,Salesforce CRM,Sales,Cloud Instance,Medium,05-08-2025 16:07,07-08-2025 12:20,44.22,Closed
INC-2025-0745,Unauthorized Access Attempt,Internal Database,Legal,Remote Branch,Critical,02-06-2025 18:47,03-06-2025 04:43,9.94,Closed
INC-2025-0746,Stale User Account Active,Internal Database,Marketing,Data Center B,Low,01-11-2025 07:22,02-11-2025 09:45,26.39,Closed
INC-2025-0747,Stale User Account Active,Office 365,Operations,Data Center A,Medium,23-02-2025 10:33,25-02-2025 04:05,41.54,Closed
INC-2025-0748,Unauthorized Access Attempt,AWS Cloud Infrastructure,Legal,Head Office,Critical,01-02-2025 13:56,01-02-2025 19:44,5.8,Closed
INC-2025-0749,Backup Failure,Office 365,Sales,Remote Branch,Medium,16-05-2025 18:31,22-05-2025 10:19,135.8,Closed
INC-2025-0750,Unpatched Server,Workday HRMS,Operations,Data Center A,Medium,16-09-2025 04:31,16-09-2025 07:50,3.33,Closed
INC-2025-0751,Data Leakage Alert,AWS Cloud Infrastructure,HR,Head Office,High,22-03-2025 17:23,22-03-2025 20:24,3.03,Resolved
INC-2025-0752,Weak Password Policy Violation,SAP ERP,Engineering,Data Center A,Critical,02-03-2025 11:19,,,Open
INC-2025-0753,Weak Password Policy Violation,Workday HRMS,,Remote Branch,Medium,25-01-2025 09:56,25-01-2025 14:47,4.85,Closed
INC-2025-0754,Unauthorized Access Attempt,Workday HRMS,Finance,Remote Branch,High,04-09-2025 18:19,07-09-2025 01:38,55.33,Closed
INC-2025-0755,Backup Failure,Active Directory,Sales,Data Center A,High,16-09-2025 20:29,17-09-2025 22:53,26.41,Resolved
INC-2025-0756,Weak Password Policy Violation,Internal Database,Sales,Remote Branch,Low,18-07-2025 07:57,19-07-2025 02:38,18.69,Closed
INC-2025-0757,Backup Failure,SAP ERP,Marketing,Data Center A,High,13-01-2025 18:40,15-01-2025 00:09,29.49,Resolved
INC-2025-0758,Weak Password Policy Violation,Office 365,HR,Data Center B,Low,28-01-2025 18:33,29-01-2025 10:03,15.5,Closed
INC-2025-0759,Failed Patch Deployment,SAP ERP,HR,Data Center A,High,06-05-2025 22:53,07-05-2025 12:59,14.1,Resolved
INC-2025-0760,Backup Failure,AWS Cloud Infrastructure,Finance,Head Office,Critical,24-06-2025 13:11,26-06-2025 12:18,47.13,Closed
INC-2025-0761,Unpatched Server,Office 365,Finance,Cloud Instance,Low,15-03-2025 05:16,15-03-2025 09:17,4.02,Resolved
INC-2025-0762,Unauthorized Access Attempt,Active Directory,Engineering,Head Office,Critical,02-06-2025 12:06,03-06-2025 00:52,12.78,Closed
INC-2025-0763,Unpatched Server,SAP ERP,Finance,Data Center A,Critical,02-11-2025 18:15,04-11-2025 03:45,33.5,Closed
INC-2025-0764,Data Leakage Alert,Office 365,Operations,Head Office,Critical,05-09-2025 00:26,07-09-2025 11:14,58.81,Closed
INC-2025-0765,Backup Failure,Active Directory,Finance,Data Center B,Low,30-11-2025 04:19,30-11-2025 18:29,14.17,Closed
INC-2025-0766,Weak Password Policy Violation,Salesforce CRM,HR,Data Center A,Medium,06-05-2025 17:27,,,Open
INC-2025-0767,Failed Patch Deployment,Office 365,Legal,Data Center A,Medium,01-01-2025 01:59,01-01-2025 09:38,7.66,Resolved
INC-2025-0768,Unpatched Server,Internal Database,Legal,Data Center B,High,19-09-2025 09:02,20-09-2025 03:21,18.33,Closed
INC-2025-0769,Stale User Account Active,Active Directory,Legal,Data Center B,Medium,24-05-2025 13:13,27-05-2025 16:58,75.75,Closed
INC-2025-0770,Stale User Account Active,Workday HRMS,Engineering,Remote Branch,Medium,20-05-2025 07:42,,,Open
INC-2025-0771,Unpatched Server,Internal Database,Finance,Head Office,Medium,08-11-2025 15:00,09-11-2025 17:48,26.81,Resolved
INC-2025-0772,Weak Password Policy Violation,AWS Cloud Infrastructure,Legal,Head Office,High,29-11-2025 20:04,02-12-2025 01:36,53.54,Closed
INC-2025-0773,Backup Failure,AWS Cloud Infrastructure,Legal,Data Center B,Medium,03-07-2025 12:11,05-07-2025 04:16,40.09,Resolved
INC-2025-0774,Unauthorized Access Attempt,AWS Cloud Infrastructure,HR,Data Center A,Critical,11-01-2025 08:43,11-01-2025 19:20,10.63,Resolved
INC-2025-0775,Unpatched Server,Active Directory,,Remote Branch,Medium,05-07-2025 01:17,06-07-2025 06:30,29.22,Closed
INC-2025-0776,Unauthorized Access Attempt,AWS Cloud Infrastructure,Marketing,Cloud Instance,High,19-10-2025 16:31,19-10-2025 21:41,5.17,Closed
INC-2025-0777,Weak Password Policy Violation,SAP ERP,HR,Data Center A,High,03-02-2025 04:16,05-02-2025 02:41,46.42,Resolved
INC-2025-0778,Unauthorized Access Attempt,Internal Database,Legal,Data Center B,Medium,11-11-2025 08:43,11-11-2025 23:14,14.52,Closed
INC-2025-0779,Failed Patch Deployment,Workday HRMS,Finance,Remote Branch,Medium,28-07-2025 08:07,28-07-2025 23:11,15.08,Closed
INC-2025-0780,Failed Patch Deployment,SAP ERP,HR,Remote Branch,Critical,30-09-2025 14:20,30-09-2025 19:31,5.19,Closed
INC-2025-0781,Stale User Account Active,Active Directory,Marketing,Remote Branch,Medium,08-02-2025 07:12,08-02-2025 16:07,8.93,Closed
INC-2025-0782,Weak Password Policy Violation,SAP ERP,Legal,Cloud Instance,High,09-05-2025 07:06,12-05-2025 11:39,76.55,Closed
INC-2025-0783,Backup Failure,SAP ERP,HR,Data Center B,Critical,14-11-2025 14:48,15-11-2025 04:59,14.19,Closed
INC-2025-0784,Backup Failure,Salesforce CRM,Operations,Head Office,Medium,07-03-2025 01:58,07-03-2025 03:19,1.35,Resolved
INC-2025-0785,Unauthorized Access Attempt,Office 365,Finance,Cloud Instance,High,15-07-2025 12:06,16-07-2025 00:48,12.71,Closed
INC-2025-0786,Data Leakage Alert,AWS Cloud Infrastructure,Operations,Remote Branch,High,14-11-2025 19:06,17-11-2025 13:40,66.57,Closed
INC-2025-0787,Unauthorized Access Attempt,SAP ERP,HR,Head Office,Medium,01-11-2025 22:04,03-11-2025 18:10,44.1,Closed
INC-2025-0788,Data Leakage Alert,AWS Cloud Infrastructure,Engineering,Data Center B,Critical,16-08-2025 05:15,16-08-2025 06:19,1.08,Closed
INC-2025-0789,Failed Patch Deployment,Workday HRMS,Marketing,Cloud Instance,Medium,26-10-2025 17:49,27-10-2025 09:02,15.22,Closed
INC-2025-0790,Stale User Account Active,Office 365,Sales,Data Center A,High,30-01-2025 07:32,31-01-2025 03:12,19.67,Resolved
INC-2025-0791,Backup Failure,Active Directory,Marketing,Head Office,Medium,24-06-2025 06:42,25-06-2025 10:57,28.25,Closed
INC-2025-0792,Weak Password Policy Violation,Salesforce CRM,Sales,Cloud Instance,Low,03-08-2025 10:10,05-08-2025 12:17,50.12,Closed
INC-2025-0793,Stale User Account Active,Active Directory,Marketing,Data Center A,Low,27-08-2025 19:13,29-08-2025 03:03,31.84,Closed
